"no","id","from_id","from_name","created_time","created_time_str","year","month","day","created_time_num","weekday","message","type","likes_count","shares_count","like_share","max_evento_8046_DR","max_emisor","max_dia_8699_DR","max_dia_emisor","link"
"1932","199246583438202_553566664672857","199246583438202","Luis Guillermo Solís Rivera","2012-12-24T16:17:49+0000","2012-12-24","2012","12","24","24/12/12","2","""Pero el ángel les dijo: No tengáis miedo porque he aquí os doy nuevas de gran gozo, que será para todo el pueblo.  Que ha nacido hoy, en la ciudad de David, un Salvador, que es Cristo el Señor"" (Lucas 2:10-11).""

Que la luz de Dios ilumine todos los hogares en esta Navidad y que Su justicia les colme en las fiestas y el año por venir.  Un abrazo fraterno y cálido para todas y todos. -LG","status","224","2","226","2.8%","34.9%","2.6%","18.8%","0"
"54","303450469784702_372096399586775","303450469784702","Dr. Rodolfo Hernández","2013-08-14T13:39:42+0000","2013-08-14","2013","08","14","14/08/13","4","NA","photo","209","17","226","2.8%","2.8%","2.6%","2.6%","https://www.facebook.com/photo.php?fbid=372096392920109&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"30","303450469784702_375498172579931","303450469784702","Dr. Rodolfo Hernández","2013-08-22T17:31:06+0000","2013-08-22","2013","08","22","22/08/13","5","Doña Elieth, exliberacionista nos reiteró su apoyo","photo","220","6","226","2.8%","2.8%","2.6%","2.6%","https://www.facebook.com/photo.php?fbid=375498152579933&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"1437","199246583438202_685432528152936","199246583438202","Luis Guillermo Solís Rivera","2013-08-25T18:45:15+0000","2013-08-25","2013","08","25","25/08/13","1","Juan Manuel Villasuso, Helio Fallas, Welmer Ramos y Carlos Obregón nos acompañan en materia económica. 
¡Equipazo!","link","201","25","226","2.8%","34.9%","2.6%","18.8%","http://www.elfinancierocr.com/economia-y-politica/Equipo_economico_Luis_Guillermo_Solis-PAC_0_359964036.html"
"926","69554133109_10151127698398110","69554133109","Johnny Araya","2012-10-11T18:00:24+0000","2012-10-11","2012","10","11","11/10/12","5","NA","photo","223","2","225","2.8%","4.6%","2.6%","3.4%","https://www.facebook.com/photo.php?fbid=10151063356788110&set=a.10150604526898110.396478.69554133109&type=1&relevant_count=1"
"2355","113998707676_10151632305117677","113998707676","José María Villalta Florez-Estrada","2013-08-25T02:49:37+0000","2013-08-25","2013","08","25","25/08/13","1","Después de una buena gira a San Carlos, nos alistamos para ir mañana a Escazú!","photo","205","20","225","2.8%","7.1%","2.6%","3.6%","https://www.facebook.com/photo.php?fbid=10151632301872677&set=a.10151630713317677.1073741827.113998707676&type=1&relevant_count=1"
"896","69554133109_10151166313053110","69554133109","Johnny Araya","2012-11-08T16:03:14+0000","2012-11-08","2012","11","08","08/11/12","5","NA","photo","223","2","225","2.8%","4.6%","2.6%","3.4%","https://www.facebook.com/photo.php?fbid=10151063356788110&set=a.10150604526898110.396478.69554133109&type=1&relevant_count=1"
"1260","69554133109_10151063356938110","69554133109","Johnny Araya","2012-08-26T03:41:18+0000","2012-08-26","2012","08","26","26/08/12","1","NA","photo","223","2","225","2.8%","4.6%","2.6%","3.4%","https://www.facebook.com/photo.php?fbid=10151063356788110&set=a.10150604526898110.396478.69554133109&type=1&relevant_count=1"
"24","303450469784702_375541022575646","303450469784702","Dr. Rodolfo Hernández","2013-08-22T20:36:25+0000","2013-08-22","2013","08","22","22/08/13","5","Los niños y la familia serán prioridad en nuestro gobierno. Aquí Marcelle con la familia de doña Urbina Mora.","photo","218","6","224","2.8%","2.8%","2.6%","2.6%","https://www.facebook.com/photo.php?fbid=375541012575647&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"2801","113998707676_10150905195662677","113998707676","José María Villalta Florez-Estrada","2012-06-21T04:36:18+0000","2012-06-21","2012","06","21","21/06/12","5","Hoy aprobamos definitivamente la ley para que no se penalice el fotocopiado de libros con fines educativos. Un proyecto presentado hace 3 años por el compañero José Merino. Un pequeño paso para que el conocimiento sea libre, un bien de todas y todos. Fortalecer el derecho a la educación frente a leyes injustas, abusivas y desproporcionadas que insisten en cercar los bienes comunes. Un pequeño gran paso que nunca habría sido posible sin la lucha de las compañeras y los compañeros del Movimiento Fotocopiando para Estudiar. Felicidades a quienes siguen luchando todos los días!","status","203","21","224","2.8%","7.0%","2.6%","3.5%","0"
"611","69554133109_10151580861588110","69554133109","Johnny Araya","2013-07-02T17:21:31+0000","2013-07-02","2013","07","02","02/07/13","3","¡Quiero conocer sus ideas!
Para descargar el app : www.johnnyaraya.cr","photo","208","15","223","2.8%","4.5%","2.6%","3.4%","https://www.facebook.com/photo.php?fbid=10151580861523110&set=a.401533623109.182289.69554133109&type=1&relevant_count=1"
"2736","113998707676_10151112934912677","113998707676","José María Villalta Florez-Estrada","2012-10-19T03:28:27+0000","2012-10-19","2012","10","19","19/10/12","6","NA","photo","219","4","223","2.8%","7.0%","2.6%","3.5%","https://www.facebook.com/photo.php?fbid=10151112934892677&set=a.114646892676.102934.113998707676&type=1&relevant_count=1"
"504","303450469784702_305853669544382","303450469784702","Dr. Rodolfo Hernández","2013-03-20T18:41:37+0000","2013-03-20","2013","03","20","20/03/13","4","¡Muchas gracias por el apoyo, en menos de una semana casi llegamos a los 1000 seguidores y sin pagar ningún tipo de publicidad en FB... sigan compartiendo con sus amigos, vecinos y familiares la buena noticia de que tenemos al mejor candidato, por su personalidad y preparación... Todos con el Dr!","photo","184","38","222","2.8%","2.8%","2.6%","2.6%","https://www.facebook.com/photo.php?fbid=305853656211050&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"1295","69554133109_10150946845513110","69554133109","Johnny Araya","2012-07-02T14:27:32+0000","2012-07-02","2012","07","02","02/07/12","2","Ayer me reuní con un grupo de educadores de diversas partes del país para escuchar sus puntos de vista y compartir un agradable rato de intercambio de ideas. Es importante entender que para promover la movilidad social, combatir la delincuencia y la drogadicción, más que cárceles, debemos trabajar en construir más oportunidades para nuestros jóvenes: educación técnica y científica, idiomas, deportes y sano esparcimiento. ¿Qué piensan?","photo","204","18","222","2.8%","4.5%","2.6%","3.4%","https://www.facebook.com/photo.php?fbid=10150946845463110&set=a.401533623109.182289.69554133109&type=1&relevant_count=1"
"882","69554133109_10151184807918110","69554133109","Johnny Araya","2012-11-22T05:54:30+0000","2012-11-22","2012","11","22","22/11/12","5","NA","photo","217","5","222","2.8%","4.5%","2.6%","3.4%","https://www.facebook.com/photo.php?fbid=10151184807893110&set=a.10150604526898110.396478.69554133109&type=1&relevant_count=1"
"2755","113998707676_10151091645437677","113998707676","José María Villalta Florez-Estrada","2012-10-02T18:24:40+0000","2012-10-02","2012","10","02","02/10/12","3","Saliendo de mi oficina rumbo a Canal 7. Estaremos en minutos conversando sobre la Ley de Vida Silvestre y las perspectivas en relación con el día de hoy. Es importante poner coto cuanto antes a la caza de animales, y para eso, necesitamos la presencia de todas y todos hoy a partir de las 4 en las Barras de la Asamblea.
¡Sintonícenos!
HayEsperanza.","status","199","21","220","2.7%","6.9%","2.5%","3.5%","0"
"2665","113998707676_505968929455486","113998707676","José María Villalta Florez-Estrada","2013-01-31T15:56:21+0000","2013-01-31","2013","01","31","31/01/13","5","Ayer estuvimos en la manifestación contra los transgénicos. Fue una hermosa jornada en la que participó una gran diversidad de sectores. 
¡La lucha contnúa!
http://elpais.cr/frontend/noticia_detalle/1/77560","link","209","11","220","2.7%","6.9%","2.5%","3.5%","http://elpais.cr/frontend/noticia_detalle/1/77560"
"280","303450469784702_332398943556521","303450469784702","Dr. Rodolfo Hernández","2013-05-19T20:04:33+0000","2013-05-19","2013","05","19","19/05/13","1","Un gran ejemplo y espíritu democrático de parte de Rosario en Naranjo, le agradezco muchísimo el apoyo. Los invito a que salgan con familia y amigos a votar cuanto antes, por el futuro de nuestro país.","photo","218","2","220","2.7%","2.7%","2.5%","2.5%","https://www.facebook.com/photo.php?fbid=651029764922505&set=o.303450469784702&type=1"
"897","69554133109_10151165518233110","69554133109","Johnny Araya","2012-11-07T22:53:51+0000","2012-11-07","2012","11","07","07/11/12","4","NA","photo","219","1","220","2.7%","4.5%","2.5%","3.4%","https://www.facebook.com/photo.php?fbid=10151165518198110&set=a.10150604526898110.396478.69554133109&type=1&relevant_count=1"
"2635","113998707676_216010228539981","113998707676","José María Villalta Florez-Estrada","2013-03-02T19:58:49+0000","2013-03-02","2013","03","02","02/03/13","7","Comparto con ustedes la entrevista que me realizó el periodista Andrés Bermúdez, de La Prensa Libre, a propósito de mi decisión que aceptar una precandidatura presidencial por el Frente Amplio - Costa Rica.
Me gustaría conocer sus opiniones.
#HayEsperanza.
http://www.prensalibre.cr/lpl/nacional/79317-soy-un-politico-pero-sin-manas-para-robar.html","link","182","37","219","2.7%","6.9%","2.5%","3.5%","http://www.prensalibre.cr/lpl/nacional/79317-soy-un-politico-pero-sin-manas-para-robar.html"
"59","303450469784702_368630169933398","303450469784702","Dr. Rodolfo Hernández","2013-08-06T19:13:58+0000","2013-08-06","2013","08","06","06/08/13","3","Derecho de Respuesta","photo","203","16","219","2.7%","2.7%","2.5%","2.5%","https://www.facebook.com/photo.php?fbid=368630153266733&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"66","303450469784702_367662313363517","303450469784702","Dr. Rodolfo Hernández","2013-08-04T14:36:19+0000","2013-08-04","2013","08","04","04/08/13","1","En 
Colonia Toro Amarillo de Grecia","photo","215","4","219","2.7%","2.7%","2.5%","2.5%","https://www.facebook.com/photo.php?fbid=367662303363518&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"428","303450469784702_320573984739017","303450469784702","Dr. Rodolfo Hernández","2013-04-21T01:19:41+0000","2013-04-21","2013","04","21","21/04/13","1","Me estoy dedicando a la labor de visitar todo el país. Recién llego de Guanacaste y en este momento me encuentro reunido con los vecinos del cantón de La Unión de Cartago.","photo","215","4","219","2.7%","2.7%","2.5%","2.5%","https://www.facebook.com/photo.php?fbid=320573978072351&set=a.317508558378893.1073741833.303450469784702&type=1&relevant_count=1"
"1274","69554133109_10151013434088110","69554133109","Johnny Araya","2012-08-02T22:50:17+0000","2012-08-02","2012","08","02","02/08/12","5","Hoy, como lo hecho muchos años atrás estuve en la Basílica de los Ángeles, y tuve la oportunidad de compartir con miles de costarricenses. Es impresionante como la fe por la “Negrita“ mueve al pueblo costarricense. Se dice que casi dos millones participan en la romería. En buena hora que tengamos estos referentes espirituales que devuelven ilusiones, fortalecen la esperanza, y nuestros mejores valores.","status","216","1","217","2.7%","4.4%","2.5%","3.3%","0"
"2626","113998707676_139170989591732","113998707676","José María Villalta Florez-Estrada","2013-03-11T17:36:47+0000","2013-03-11","2013","03","11","11/03/13","2","Acá les dejo esta nota publicada por los amigos de La Prensa Libre a propósito de la decisión de la Asamblea Nacional del Frente Amplio - Costa Rica de ratificar mi candidatura a la presidencia de la República.
#HayEsperanza.
http://www.prensalibre.cr/lpl/nacional/79766-villalta-es-el-primer-aspirante-oficial-a-la-presidencia.html","link","204","12","216","2.7%","6.8%","2.5%","3.4%","http://www.prensalibre.cr/lpl/nacional/79766-villalta-es-el-primer-aspirante-oficial-a-la-presidencia.html"
"2379","113998707676_10151604627822677","113998707676","José María Villalta Florez-Estrada","2013-08-10T16:45:08+0000","2013-08-10","2013","08","10","10/08/13","7","Revisando el desarrollo del trabajo de campaña en la Comisión Política Nacional Ampliada del Partido Frente Amplio.
#FrenteAMPLIO
#SiHayPorQuienVotar","photo","205","11","216","2.7%","6.8%","2.5%","3.4%","https://www.facebook.com/photo.php?fbid=10151604627782677&set=a.114646892676.102934.113998707676&type=1&relevant_count=1"
"2689","113998707676_10151187068112677","113998707676","José María Villalta Florez-Estrada","2012-12-12T20:39:24+0000","2012-12-12","2012","12","12","12/12/12","4","La estrategia de las élites político económicas consiste en meter a todos los partidos en el mismo ""saco"". Pues, con el Frente Amplio - Costa Rica se equivocan. Acá un extracto de mi intervención en el Plenario Legislativo el día de ayer.

---------------------

""Gracias, señor presidente.

No pensaba hacer uso de la palabra porque me parece que nos estamos desviando de debates mucho más importantes, y aquí hay alguna gente que está mordiendo ingenuamente el anzuelo, pero tengo que hacerlo, porque he oído a algunos diputados que han mencionado mi Partido, y yo creo que es una moda en estos días tratar de confundir para meter a todos los partidos en un mismo saco para que el electorado ya no sepa diferenciar, y diga: Ah sí, todos los políticos y todos los partidos son iguales; y lamentablemente los amigos y amigas del PAC cometen ese error también.

Yo quiero aclarar que cuando el Frente Amplio ha utilizado instalaciones de la Asamblea o escuelas públicas lo hemos hecho en estricto apego al Código Electoral que expresamente permite utilizar edificios, oficinas públicas, auditorios, como la capilla del Sión, para actividades de renovación de estructuras y otras actividades de los partidos políticos, con la solicitud expresa y la copia del permiso del Tribunal Supremo de Elecciones.

Si otros partidos hacen otras cosas y hay alcaldes haciendo proselitismo, si están todos los chorizos pasando por nuestras narices mientras aquí discutimos por un carro parqueado frente a la Asamblea, ese es otro problema, hoy no me voy a meter en eso, pero no metan al Frente Amplio en el mismo saco y no cometan el error, y no le acepto a nadie, a nadie que nos compare con los partidos que tienen a Costa Rica como la tienen.

Gracias, señor presidente"".","status","191","25","216","2.7%","6.8%","2.5%","3.4%","0"
"2073","117011658390752_464669006958347","117011658390752","Otto Guevara Guth","2013-06-28T23:15:30+0000","2013-06-28","2013","06","28","28/06/13","6","Muchos han mostrado su interés en formar parte del partido y esta campaña 2014. Por eso habilitamos este registro que funciona como una inscripción.

¡Aquí estamos todos los que deseamos un cambio ya para Costa Rica!","photo","190","25","215","2.7%","17.8%","2.5%","12.6%","https://www.facebook.com/photo.php?fbid=464668993625015&set=a.291889580902958.65806.117011658390752&type=1&relevant_count=1"
"103","303450469784702_380317062098042","303450469784702","Dr. Rodolfo Hernández","2013-09-03T03:40:34+0000","2013-09-03","2013","09","03","03/09/13","3","Hoy en la inauguración del V congreso Mesoamericano y del Caribe de Pediatría en Tegucigalpa, Honduras. Tengo el honor de ser invitado especial y expositor en el tema: Violencia Infantil y propuesta para evitarlo.","photo","211","4","215","2.7%","2.7%","2.5%","2.5%","https://www.facebook.com/photo.php?fbid=380317045431377&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"1277","69554133109_10151004166753110","69554133109","Johnny Araya","2012-07-29T16:05:30+0000","2012-07-29","2012","07","29","29/07/12","1","En el último año y medio se han publicado encuestas de diferentes empresas en los medios de comunicación. En la gran mayoría aparezco ubicado en el primer lugar y en muchos casos por diferencias importantes a mi favor. 
Hoy se publica una encuesta de Unimer en la que prácticamente hay un empate técnico, basados en una muestra muy pequeña de liberacionistas, situación que cambia cuando se hace la pregunta a nivel de todos los votantes ya que ahí me dan una amplia ventaja.  
Estos números contrastan, a mi juicio, con las opiniones que se expresan en las redes sociales y las que yo recibo de la gente en la calle. ¿Qué opinan ustedes?","status","211","4","215","2.7%","4.4%","2.5%","3.3%","0"
